Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
176.0,1394594.5945945946,0,2,0.0,0.0,185,64.5
3776.0,9056.851790995728,456450,8,43977.1999996535,643.0649822751752,456450,258.375
116.0,1156069.3641618495,0,2,0.0,0.0,173,50.0
344.0,16630.989626214392,0,2,0.0,0.0,24292,101.0
4568.0,49.08655883985908,117588198,16,20594665.139031027,499.5370523461365,117588198,186.1935483870968
3737.0,793.9083808350322,5145430,11,1572963.741732784,635.8246473225595,5145430,215.0
192.0,8974.734172275876,0,2,0.0,0.0,30753,69.0
9411.0,201.1176803302356,61501306,17,4931124.535569156,660.9072932661567,61501306,343.5833333333333
134.0,2570.8187815289098,0,2,0.0,0.0,82464,53.0
6787.0,114.85687557966854,65237714,15,4991663.761091773,626.8734451039305,65237714,234.15625
0.0,0.0,5825671,4,3323326.299542874,0.0,5825671,0.0
181.0,1486.2291579582927,0,1,0.0,0.0,150717,112.0
1138.0,37.8924700857719,68192968,16,4827697.073575368,176.80573143047897,68192968,83.35483870967742
14731.0,236.12033807046691,74716139,23,4658273.041763559,783.26124128636,74716139,375.3617021276596
190.0,7904.6344106585075,0,2,0.0,0.0,31374,62.0
65.0,1482.8496728625505,0,1,0.0,0.0,76879,57.0
0.0,0.0,6827124,4,3900008.5748557015,0.0,6827124,0.0
157.0,3085.396271572543,0,1,0.0,0.0,69359,107.0
168.0,3422.178348140836,0,1,0.0,0.0,60780,104.0
1012.0,7152.93954640318,346431,10,46147.824745593374,260.2472328810092,346431,123.9
608.0,93.71126825076996,39963177,10,4857020.067804026,106.96719568344751,39963177,149.8
162.0,1518518.5185185184,0,2,0.0,0.0,162,61.5
102.0,971751.4124293786,0,2,0.0,0.0,177,43.0
184.0,1868.9405443289336,0,2,0.0,0.0,136976,64.0
77.0,55.17064833235682,180528034,6,1500137.629672258,23.05609102457165,3625116,20.0
6344.0,87.54689353641848,106571457,22,23251223.42039265,898.1484658265952,106571457,266.57142857142856
101.0,2394.6755627487573,0,1,0.0,0.0,60551,72.5
7977.0,77.26840806078633,116710053,17,19856957.570633244,553.8934226764301,116710053,243.7297297297297
0.0,0.0,121760450,2,0.0,0.0,36708,0.0
158.0,1126903.5532994925,0,2,0.0,0.0,197,55.5
176.0,4108.233272954753,0,1,0.0,0.0,53551,110.0
140.0,3703.759016711719,0,2,0.0,0.0,66959,62.0
117.0,2979.5219595706853,0,1,0.0,0.0,60748,90.5
0.0,0.0,2427127,4,1328288.1915180658,0.0,2427127,0.0
4240.0,49.74687733446478,612506567,9,27024577.36657977,555.5622027380114,117494812,324.72222222222223
96.0,1371428.5714285716,0,2,0.0,0.0,140,48.0
43762.0,396.2005289802416,118301205,38,13458128.56491164,662.028635125015,118301205,526.6404494382023
2958.0,730.1388857689054,7968347,14,1820510.9492476352,364.1248287457076,7968347,232.72
166.0,1216494.8453608248,0,2,0.0,0.0,194,59.0
4564.0,40020.89698735099,126334,9,18028.27800191371,641.960919544346,126334,266.10526315789474
11900.0,240.57983861887004,59697438,26,4134272.012150407,669.9724376373074,59697438,293.1020408163265
2155.0,56.89042248868847,46053446,9,5055134.221007446,718.3333333333334,46053446,145.55555555555554
64.0,2373.836925881181,0,1,0.0,0.0,47181,56.0
142.0,746376.8115942029,0,2,0.0,0.0,276,51.5
234.0,2263.331716667821,0,2,0.0,0.0,129897,73.5
166.0,1235602.0942408375,0,2,0.0,0.0,191,59.0
183.0,154.62597617534033,5057365,9,1756058.5209888923,56.687531172879545,5057365,48.875
957.0,31.13850331480422,331625222,17,15541926.98871777,44.68245448865174,90916380,70.775
17822.0,24315.948230144582,773114,15,62258.56359720174,966.9711695014796,773114,587.46875
0.0,0.0,5861665,4,3205225.5487095336,0.0,5861665,0.0
168.0,8202.499198974687,0,2,0.0,0.0,31210,64.0
526.0,7.115701484589621,0,2,0.0,106.06601717798212,89660872,159.5
158.0,8397.119142201982,0,2,0.0,0.0,30963,65.0
10124.0,93.82716524887891,117354073,16,20564885.907404296,626.0595734222776,117354073,305.8611111111111
158.0,1088235.294117647,0,2,0.0,0.0,204,55.5
230.0,6357.304032178946,0,2,0.0,0.0,50965,81.0
96.0,874316.9398907104,0,2,0.0,0.0,183,40.0
130.0,4058.528249492684,0,2,0.0,0.0,46815,47.5
46.0,643356.6433566434,0,2,0.0,0.0,143,23.0
899234.0,7717.679085010168,117089476,363,1740221.4296824632,661.6952589843428,117089476,1010.804250559284
183.0,151.20458037731922,5171801,7,1996295.1434507289,56.687531172879545,5171801,55.85714285714285
7694.0,81.21780483504016,116476923,24,4985218.583457924,579.3787103441065,116476923,193.0612244897959
156.0,1191919.191919192,0,2,0.0,0.0,198,59.0
0.0,20312500.0,0,13,4.849242365066064,0.0,32,50.0
48.0,1015.7117917790828,0,1,0.0,0.0,94515,48.0
152.0,505694.7608200456,0,1,0.0,0.0,439,111.0
266.0,14.788577509084227,528117435,7,25134149.81571902,30.55595959328829,93044784,125.0909090909091
143.0,6623.607724247017,0,1,0.0,0.0,30346,100.5
316.0,14646.367315475043,0,4,17860.619259514307,0.0,31134,57.0
746.0,10.25679038309543,116020700,17,4393886.572584451,192.6163717513822,116020700,37.1875
722.0,558.9696716606937,0,4,577158.0119692815,0.0,1534967,143.0
3776.0,27067.37379689648,152730,8,20930.63358538662,663.3397463198019,152730,275.6
414.0,2831683.168316832,0,2,0.0,0.0,202,143.0
198.0,8624.296057924377,0,2,0.0,0.0,31075,67.0
93.0,3186.383253337636,0,1,0.0,0.0,49586,79.0
96.0,1059602.6490066224,0,2,0.0,0.0,151,40.0
13851.0,124.4957721971731,117939748,17,20053273.63497887,809.6228788036767,117939748,419.5142857142857
498.0,325.3154318451202,2698919,6,1022702.6836640744,222.71237055897905,2698919,79.81818181818181
27822.0,251.96170709486023,116033505,31,4852238.451805615,1040.5559856914422,116033505,449.7846153846154
184.0,4511.780760875619,0,4,25065.66195681521,0.0,71812,54.0
110.0,483290.4884318766,0,2,0.0,0.0,389,47.0
7033.0,72.14142160629102,118919198,20,18557504.940981813,520.0358549909713,118919198,209.2439024390244
0.0,32500000.0,0,13,1.4354811251305468,0.0,20,50.0
46.0,38.527844232609695,180278970,6,1877141.81451104,26.558112382722783,4386438,18.77777777777778
200.0,11271.488809601038,0,2,0.0,0.0,24664,69.5
19899.0,81494.17112950819,254509,24,17863.494394330704,1112.7167418615788,254509,450.89130434782606
62.0,4582.290296576011,0,1,0.0,0.0,23569,54.0
310.0,1815668.202764977,0,2,0.0,0.0,217,98.5
46.0,547619.0476190477,0,2,0.0,0.0,168,23.0
148.0,1700.2884134084427,0,2,0.0,0.0,125861,53.5
48.0,2095.8868221116063,0,1,0.0,0.0,45804,48.0
0.0,0.0,5452384,4,3106468.341805584,0.0,5452384,0.0
190.0,1267326.7326732674,0,2,0.0,0.0,202,64.0
232.0,1336363.6363636362,0,2,0.0,0.0,220,73.5
336.0,2144329.8969072164,0,2,0.0,0.0,194,104.0
120.0,7449.344457687724,0,1,0.0,0.0,23492,87.5
10642.0,505.0162985335063,22708178,12,3995568.8247492327,686.0697897519292,22708178,458.72
210.0,9422.233854609698,0,2,0.0,0.0,30566,72.0
111.0,412213.7404580152,0,1,0.0,0.0,393,81.0
60373.0,521.2383575602141,117429961,33,14391662.653761718,689.5984607021503,117429961,765.1125
1492.0,20.379875012965684,116094922,19,4911744.687925413,254.807509046862,116094922,67.6
284.0,1880000.0,0,2,0.0,0.0,200,94.0
332.0,2266666.6666666665,0,2,0.0,0.0,180,102.0
84.0,4166666.6666666665,0,2,0.0,0.0,48,50.0
68.0,5123.825789923143,0,1,0.0,0.0,23420,60.0
1903.0,2808.1022044413176,801609,6,146495.29129122206,851.04747223642,801609,204.63636363636363
192.0,5.907676675070952,0,4,37527798.67424022,0.0,65000172,48.0
46.0,31.50354880952936,181206275,6,2357765.7226476087,23.0,5364475,16.9
233.0,4529.882612719391,0,1,0.0,0.0,61591,139.5
4253.0,311.6604631045428,16415300,12,3286410.1371767754,564.6197433188593,16415300,222.43478260869568
913.0,13.750352712183933,99124730,14,4340671.474642511,263.5603978850641,99124730,52.42307692307692
270.0,3581.1143338813204,0,2,0.0,0.0,95501,85.5
548646.0,4721.71689587869,116495125,211,2260957.326571193,1012.394650101174,116495125,1160.457805907173
170.0,2522.65620859611,0,2,0.0,0.0,94345,59.5
240.0,13051.662832043508,0,2,0.0,0.0,23905,78.0
180.0,1576923.076923077,0,2,0.0,0.0,156,61.5
7.0,1308.3849184018006,71080,6,12760.204218585215,3.5,71080,9.3
166.0,1487179.4871794872,0,2,0.0,0.0,156,58.0
374.0,555.3673174512301,2567670,8,751487.4606031757,79.89412637091307,2567670,89.125
162.0,1000000.0,0,2,0.0,0.0,246,61.5
0.0,0.0,15875,1,0.0,0.0,15875,0.0
6161.0,13985.397305135397,498949,10,51734.09191829998,681.1208068848202,498949,387.6666666666667
0.0,0.0,5641233,4,3192961.1862301114,0.0,5641233,0.0
145.0,6354.443527938167,0,1,0.0,0.0,32733,104.0
296.0,1642857.142857143,0,2,0.0,0.0,224,92.0
4413.0,735.0651169900332,6810281,9,1915763.996523016,693.7892811702028,6810281,263.4736842105263
234.0,12857.6830959284,0,2,0.0,0.0,23799,76.5
46.0,35.467527065500754,181958110,6,2027922.375433981,20.571825392998065,4764922,15.363636363636363
310.0,5.428261779318724,0,2,0.0,31.11269837220809,80320371,109.0
4166.0,820.2854150239323,5507839,9,1825625.655219792,968.7835032609072,5507839,282.375
344.0,13820.904117477685,0,2,0.0,0.0,31257,108.0
153.0,6807.351940095303,0,1,0.0,0.0,30849,105.0
0.0,0.0,231128887,12,6.501748016763044,0.0,110551889,0.0
441.0,10.68157978121208,0,2,0.0,64.34671708797582,50741558,135.5
248.0,6906.426345489766,0,2,0.0,0.0,47492,82.0
5216.0,97.15441470809624,62652840,18,4891586.013599822,576.9319675993828,62652840,184.45454545454547
110.0,1093023.2558139537,0,2,0.0,0.0,172,47.0
6218.0,478.0312294792727,15484344,14,2961659.0234580366,773.7764339245346,15484344,284.6923076923077
108.0,6405.124099279424,0,2,0.0,0.0,23731,38.0
2238.0,30.481312310054776,116235153,21,4907439.515253167,293.1426575015292,116235153,93.23684210526316
362.0,1676691.7293233082,0,2,0.0,0.0,266,111.5
208.0,4526.239378282591,0,2,0.0,0.0,70257,79.5
186.0,4084.023767679304,0,1,0.0,0.0,59745,122.0
336.0,2090452.2613065324,0,2,0.0,0.0,199,104.0
194.0,5198.341481527323,0,2,0.0,0.0,48477,63.0
110.0,1305555.5555555555,0,2,0.0,0.0,144,47.0
226.0,4582.426394776034,0,2,0.0,0.0,69832,80.0
180.0,365079.365079365,0,2,0.0,0.0,756,69.0
4574.0,8976.568645648274,565695,10,74221.3414945459,641.5343066950252,565695,253.9
201.0,2.8811334035363143,0,2,0.0,45.96194077712559,104819860,75.5
29895.0,3040.102725022605,10108540,18,2423645.424628618,980.7933123438706,10108540,698.4318181818181
8017.0,660.3377131308785,17547082,11,3150299.245011665,850.981621245118,17547082,503.7826086956522
166.0,1493333.3333333335,0,2,0.0,0.0,150,56.0
46.0,28.96868896112968,181027260,6,2463139.575082581,26.558112382722783,5833885,18.77777777777778
248.0,1770114.9425287356,0,2,0.0,0.0,174,77.0
59.0,2096.9532502775382,0,1,0.0,0.0,48642,51.0
3054.0,569.1920299069947,5980407,11,1753090.1397768103,717.6844047085772,5980407,189.11111111111111
2719.0,606.2879895203203,5503985,10,1738367.4262165092,675.4259150096824,5503985,208.5625
46.0,33.19200218085203,180548696,6,2101948.769908368,26.558112382722783,5091588,18.77777777777778
96.0,788177.3399014778,0,2,0.0,0.0,203,40.0
118.0,3172.73025237627,0,4,18750.60469247148,0.0,76275,40.333333333333336
48.0,1017.7253837672802,0,1,0.0,0.0,94328,48.0
3490.0,71.84556495152913,60699641,14,5192735.970393768,520.5177895430369,60699641,161.5185185185185
3823.0,151.17889473911762,31432959,13,9031625.086544534,650.5407503432378,31432959,226.28571428571428
394.0,2521327.014218009,0,2,0.0,0.0,211,133.0
124.0,6969.090791766148,0,2,0.0,0.0,30994,54.0
71.0,4100.361222298155,0,1,0.0,0.0,30729,63.0
264.0,1741935.4838709678,0,2,0.0,0.0,186,81.0
196.0,7782.845842237888,0,1,0.0,0.0,31351,122.0
264.0,14687.246141348496,0,4,17506.126194373595,0.0,30775,75.33333333333333
11595.0,75157.23270440252,159000,9,50353.48654973443,2181.008184303764,159000,796.6666666666666
11595.0,80199.2227092409,148979,7,55578.846822929554,3003.1711572935696,148979,995.6666666666666
11595.0,65788.16509199403,180990,9,53891.42391817617,1547.737688492773,180990,744.1875
11595.0,54362.21996949688,218994,7,71456.49448720529,3126.6825710327557,218994,915.7692307692308
11595.0,64591.85836091231,184017,7,65677.97201116977,2118.22723498864,184017,849.0
11595.0,11047.51886856221,1079971,8,372525.4112047737,1760.597233624891,1079971,795.4
11595.0,49940.75680036302,238002,8,75408.48779086318,2989.558880503945,238002,849.0
11595.0,73217.58449481094,162939,7,60318.45726392544,1947.6382156467405,162939,852.1428571428571
11595.0,78722.49449067525,152015,6,60907.43980418156,1754.8314733899665,152015,997.25
11595.0,1359723.6380110998,677924494,7,1044.210275758671,2121.983651927512,8829,857.5
11595.0,64736.7282949508,184980,8,57454.920803804336,1729.380148038184,184980,748.4375
11595.0,70026.25838484617,170993,8,54269.16996434577,3126.6825710327557,170993,855.2857142857143
11595.0,106758.57881436902,111991,6,43585.70656992956,3774.237538894445,111991,1086.909090909091
11595.0,70107.94435130445,169995,7,62702.195061257626,1547.737688492773,169995,851.2857142857143
11595.0,73876.08718464701,162001,7,58547.19493337548,2118.22723498864,162001,854.8571428571429
11595.0,147126.72057280416,81005,8,23688.620435619658,2695.6391264410745,81005,851.2857142857143
11595.0,822106.1314270003,14548,8,4463.274459941032,2537.820147291766,14548,854.2857142857143
11595.0,243359.670076152,48981,9,12933.707091356291,3774.237538894445,48981,851.4285714285714
11595.0,9610.844480091071,1236832,10,330463.91073375085,2277.232520490816,1236832,699.2352941176471
11595.0,745.1962159007169,16053490,8,6057963.240706861,2423.6297159425985,16053490,920.2307692307692
11595.0,28852.46667679116,428005,8,95792.75279452188,3126.6825710327557,428005,882.0714285714286
11595.0,72945.69625270604,163985,8,55128.07425398044,1547.737688492773,163985,797.4666666666667
11595.0,73027.53869465728,163007,6,65343.362427258064,1754.8314733899665,163007,992.0
11595.0,360740.6958419203,32996,8,5621.042688395269,2120.732252245504,32996,793.5333333333333
11595.0,187080.14372754257,64010,8,14597.30574129219,2277.232520490816,64010,798.3333333333334
11595.0,181256.0620756547,65984,8,16003.53385676932,1547.9819985572,65984,747.5
11595.0,76783.03567994462,155998,7,58454.75594565995,2181.008184303764,155998,921.3846153846154
11595.0,73421.00388960919,161970,8,52629.07801414582,4060.245891568638,161970,849.4285714285714
11595.0,32750.66312997348,377000,9,84954.91697533295,1754.8314733899665,377000,823.1333333333333
11595.0,74687.5,160000,7,59130.54669683569,3384.3030449414546,160000,919.2307692307692
11595.0,322850.1892915089,36980,6,11769.734172868986,1754.8314733899665,36980,994.9166666666666
11595.0,740.6914854812983,16106571,9,5664657.702771935,1760.597233624891,16106571,745.625
11595.0,32348.37594016293,383976,9,83862.4779794703,1947.6382156467405,383976,776.3125
11595.0,305561.2506406971,39020,7,7313.9881505692,2120.732252245504,39020,851.6428571428571
11595.0,160772.92074859806,74005,7,24217.639128673683,3633.797049918997,74005,991.5
11595.0,11934.062731430193,1001922,7,406528.6803811018,3335.2218816744416,1001922,996.4166666666666
11595.0,478703.77797385096,24934,8,5429.408623413788,1754.8314733899665,24934,852.5714285714286
11595.0,74625.0,160000,6,65056.16066907115,1977.812908239806,160000,995.0
11595.0,112104.1020080021,106972,8,34929.74240154221,2181.008184303764,106972,856.5714285714286
11595.0,77455.55137079702,153998,7,57149.17035851585,1946.274720000824,153998,852.0
11595.0,666036.3717257105,17981,8,4857.14294327731,2323.928013238424,17981,748.5
11595.0,544305.5239827234,21995,7,5316.281234722884,1547.737688492773,21995,855.1428571428571
11595.0,207056.0116387821,57738,7,22880.79340407583,5797.5,57738,1086.8181818181818
11595.0,277753.2373933462,43013,9,10779.36826849594,2181.008184303764,43013,796.4666666666667
11595.0,59444.300025995326,200036,8,65231.69509999757,1754.8314733899665,200036,849.3571428571429
11595.0,1533102.3864511163,7794,8,1396.6953684969935,2537.820147291766,7794,853.5
11595.0,74175.53406260289,160983,9,51420.07665004429,2179.5470859791035,160983,796.0666666666667
11595.0,80510.02067651392,147994,6,59184.02513516633,2695.6391264410745,147994,992.9166666666666
11595.0,73896.88634287266,161996,7,58538.13024915185,1757.5790031691183,161996,855.0714285714286
11595.0,331842.1783828841,35990,9,8367.064013994735,2181.008184303764,35990,796.2
11595.0,74793.28254198411,160001,7,58242.69523096151,1754.8314733899665,160001,920.5384615384615
11595.0,193508.82006423397,61961,6,21515.15580236406,2179.547085979103,61961,999.1666666666666
11595.0,3964.525860405575,3005908,8,787089.0407791351,4420.6760795154405,3005908,916.6923076923076
11595.0,69826.19476478982,170996,9,51391.145282320496,2566.88526280022,170996,746.25
11595.0,32624.89986259291,376982,9,81305.78459081845,1547.9819985572,376982,723.4705882352941
11595.0,63459.123512759936,187932,8,57054.302332243526,1760.597233624891,187932,795.0666666666667
11595.0,59747.0211921262,198989,7,68306.5602923077,3776.347044433284,198989,990.75
11595.0,31080.95139481673,395966,9,83653.35654225545,1547.9819985572,395966,723.9411764705883
11595.0,74471.12458230332,161002,9,51427.48137148353,1754.8314733899665,161002,799.3333333333334
11595.0,73811.37572996531,161994,7,59988.55924924352,3170.403917484332,161994,996.4166666666666
11595.0,68677.37152446524,174002,7,64870.18426262305,2181.008184303764,174002,919.2307692307692
11595.0,793705.5972378992,15061,10,2390.0018886556927,3780.5625242812735,15061,796.9333333333333
11595.0,69168.24677426815,172984,8,55423.95706731883,1895.8810192851536,172984,747.8125
11595.0,9975.860941632309,1195987,9,355280.42642434983,1894.6804432787228,1195987,701.8235294117648
11595.0,73734.96653742623,161972,7,58999.45852519891,2118.22723498864,161972,853.0714285714286
11595.0,542880.5162932327,22003,6,5593.827786051337,1754.8314733899665,22003,995.4166666666666
11595.0,63541.43523661409,189042,9,58537.36241007593,2446.639966362031,189042,706.5882352941177
11595.0,3954.6999272504754,3019951,10,706943.4942906407,2828.892118665472,3019951,702.5294117647059
11595.0,69028.9392763744,173985,7,58093.95765740186,1760.597233624891,173985,857.8571428571429
11595.0,10421.747571455218,1141939,8,370879.37885401887,2179.5470859791035,1141939,850.0714285714286
11595.0,70083.28823847728,170012,8,55182.829608665845,1760.597233624891,170012,794.3333333333334
11595.0,33958.050349580415,360003,9,82383.46616704366,1546.5113677934237,360003,719.1176470588235
11595.0,69042.65096035466,173009,8,53812.8243353978,2120.732252245504,173009,796.3333333333334
11595.0,76095.19382017106,157027,8,54550.526682019445,3633.797049918997,157027,919.1538461538462
11595.0,11953.79929006521,1000937,9,352150.2086587636,2537.820147291766,1000937,797.6666666666666
11595.0,440942.2571206341,26999,9,6043.768300312077,2181.008184303764,26999,793.6666666666666
11595.0,77910.28196164276,153035,8,51829.82880680639,2362.781390649588,153035,851.6428571428571
11595.0,72848.32817110943,164012,8,55616.04446774415,2181.008184303764,164012,853.4285714285714
11595.0,70019.59121611742,170995,8,54689.185778752064,3385.2442009403103,170995,855.2142857142857
11595.0,198806.6268875629,59998,8,17512.305582347624,2181.008184303764,59998,852.0
11595.0,65411.369105834005,182002,8,56796.708536423386,3776.347044433284,182002,915.7692307692308
11595.0,120888.78110885448,98967,6,37858.21130613542,1754.8314733899665,98967,997.0
11595.0,96966.1980305901,122981,8,31185.87119040868,1729.380148038184,122981,745.3125
11595.0,2384892.086330936,677149924,9,1044.325072543438,3780.5625242812735,5004,852.4285714285714
11595.0,1152752.249201896,10337,8,2288.075516985524,4420.6760795154405,10337,916.6153846153846
11595.0,95404.38385501156,125141,8,41677.30159497008,2362.781390649588,125141,852.7857142857143
11595.0,11927.167615036247,1000489,7,407356.1186811445,2539.07508750726,1000489,917.9230769230768
11595.0,70974.77180300928,167947,7,57558.86777349487,3126.6825710327557,167947,916.9230769230768
11595.0,570986.1838970938,20990,7,5352.237650428713,2181.008184303764,20990,921.9230769230768
11595.0,69919.35531032708,170997,7,57422.043114992,3506.0217768861617,170997,919.6923076923076
11595.0,66721.78863332905,178997,8,55707.81345257294,2120.732252245504,178997,796.2
11595.0,71205.32923758327,167979,8,56677.439271136216,2845.8356769146035,167979,854.3571428571429
11595.0,67743.54836876853,176002,8,54893.62930683478,1895.8810192851536,176002,745.1875
11595.0,76882.38292162087,155003,8,51779.98744275078,3774.237538894445,155003,916.6923076923076
11595.0,74266.68406369799,160947,7,55675.34998453085,1760.597233624891,160947,853.7857142857143
11595.0,76648.3956790717,155985,9,49298.03545618513,1754.8314733899665,155985,797.0666666666667
11595.0,70861.36079528544,167990,7,58068.71644066766,2120.732252245504,167990,850.2857142857143
11595.0,72577.81382791976,165202,7,59703.58131524998,4060.245891568638,165202,922.3076923076924
11595.0,78105.1860954597,152986,6,62975.934051826494,3170.403917484332,152986,1086.2727272727273
11595.0,33308.46618337901,369966,7,92197.05116108648,2181.008184303764,369966,947.9230769230768
11595.0,72231.17855974012,164998,6,65667.37044225237,2181.008184303764,164998,993.1666666666666
11595.0,651931.5884377903,18301,8,2936.217002490498,2120.732252245504,18301,795.4
11595.0,55574.676291114745,215008,8,67454.29627991866,1547.9819985572,215008,746.8125
11595.0,141476.53562799777,98856251,8,18862.9100655985,2120.732252245504,84021,792.4666666666667
11595.0,331935.10750597256,35998,7,9812.995132306276,1754.8314733899665,35998,919.1538461538462
11595.0,66802.20737728725,179036,8,62072.8752646359,3331.6381856378102,179036,920.0
11595.0,165110.72212497567,71982,8,18620.47028074722,2120.732252245504,71982,792.3333333333334
11595.0,57204.920503533445,209003,7,78637.81892045753,1754.8314733899665,209003,919.6923076923076
11595.0,627559.3452286962,18999,8,3986.148827651882,1947.6382156467405,18999,794.8666666666667
11595.0,76297.90513557066,157003,7,57469.05015890437,2118.22723498864,157003,855.6428571428571
11595.0,739.4142983913795,16096524,8,6062334.712299183,1947.6382156467405,16096524,793.4666666666667
11595.0,11710.522317915002,1020279,9,352093.23502911534,2324.9069374616142,1020279,702.8235294117648
11595.0,9955.519314509524,1196924,8,371027.7018329982,1757.5790031691183,1196924,794.4
11595.0,10239.852081478912,1163884,8,371627.2745015848,1947.6382156467405,1163884,794.5333333333333
11595.0,33336.97642012077,365990,7,91570.9783494021,2181.008184303764,365990,938.5384615384615
11595.0,175885.89913248052,68010,8,16437.8380544633,2119.4801137026398,68010,797.4666666666667
11595.0,10508.246292799517,1135965,8,371348.7915090584,2362.781390649588,1135965,852.6428571428571
11595.0,149294.96474823743,79996,7,22539.27414684569,1760.597233624891,79996,853.0714285714286
11595.0,73130.18031006705,162997,7,56026.380823382366,2566.88526280022,162997,851.4285714285714
11595.0,76003.84829611627,157992,9,51149.35600767619,3774.237538894445,157992,857.7142857142857
11595.0,33742.15575943693,366989,7,92529.34551031185,2695.639126441075,366989,952.5384615384615
11595.0,94064.746785104,126987,7,40920.34239226255,2120.732252245504,126987,853.2142857142857
11595.0,71118.17510774579,85330560,8,53642.07944018079,1760.597233624891,167988,796.4666666666667
11595.0,74646.73420537851,160007,6,64506.65539539312,2181.008184303764,160007,995.3333333333334
11595.0,67625.0,176000,7,58963.627034525845,2120.732252245504,176000,850.1428571428571
11595.0,322765.4801481121,36999,7,9703.898572223434,4414.366205923564,36999,995.1666666666666
11595.0,76143.52232265133,156993,8,53352.95160800117,3331.6381856378102,156993,919.5384615384615
11595.0,74233.71944970652,161005,7,59537.036645828,3774.237538894445,161005,996.0
11595.0,68419.09768850538,174995,7,58131.73860608907,2566.88526280022,174995,855.2142857142857
11595.0,72898.63200760809,164036,6,65736.10477659898,1754.8314733899665,164036,996.5
11595.0,198913.53251903816,60011,9,15669.156034684374,3331.6381856378107,60011,852.6428571428571
11595.0,11760.990773178071,1013350,10,331603.2015320084,2323.928013238424,1013350,662.1111111111111
11595.0,69428.78070899557,172018,8,53005.16933595565,1547.9819985572,172018,746.4375
11595.0,68418.42043240074,173959,8,54175.27840788111,1729.380148038184,173959,743.875
11595.0,70793.73720399057,168998,8,53968.41675108737,1760.597233624891,168998,797.6
11595.0,242942.5812904411,48991,7,15123.03803363156,2845.8356769146035,48991,915.5384615384615
11595.0,70230.76832554692,169954,7,57943.68542530469,2119.4801137026398,169954,852.5714285714286
11595.0,497729.6396584045,24005,7,6324.3050975317965,1977.812908239806,24005,919.0769230769232
11595.0,178243.98984619978,66970,8,15093.399997223636,1895.8810192851536,66970,746.0625
11595.0,84204.37257001184,141976,9,45080.29770151416,1757.5790031691183,141976,747.1875
11595.0,95939.95551074624,124974,7,45341.60141856483,4414.366205923564,124974,999.1666666666666
11595.0,570061.4197971718,21003,8,4476.740289434671,1547.737688492773,21003,798.2
11595.0,69993.99950584165,169986,8,53448.56228722555,1729.380148038184,169986,743.625
11595.0,209945.62357481144,57010,8,15660.262425581994,1754.8314733899665,57010,854.9285714285714
11595.0,75403.81422029891,2278214559,7,58696.21477290223,1757.5790031691183,158984,856.2857142857143
11595.0,40634.14746832728,303021,8,80227.0552758737,2566.88526280022,303021,820.8666666666667
11595.0,172605.24179519888,68984,6,25625.69035557872,2181.008184303764,68984,992.25
11595.0,63041.95601699511,1090678071,6,77359.56667600977,3331.6381856378102,189937,1088.5454545454545
11595.0,75764.67311490353,157976,8,54123.276594579285,2181.008184303764,157976,854.9285714285714
11595.0,67953.84008642123,174957,8,58472.62447626973,2181.008184303764,174957,849.2142857142857
11595.0,175614.8505530713,67984,8,20014.01205822228,2118.22723498864,67984,795.9333333333333
11595.0,740.827331515976,16099568,8,6054686.189397975,2181.008184303764,16099568,851.9285714285714
11595.0,10293.702721661904,1158961,10,329213.008026001,3331.6381856378102,1158961,795.3333333333334
11595.0,136962.04569234131,86973,8,27872.516652994014,2181.008184303764,86973,850.8571428571429
11595.0,594922.7924641446,20011,8,3175.070587891746,3506.0217768861617,20011,850.3571428571429
11595.0,74745.61864046601,159996,7,58720.407086463565,2181.008184303764,159996,919.9230769230768
11595.0,73020.50807010656,163009,9,52143.15693066952,2695.6391264410745,163009,793.5333333333333
11595.0,994405.944727394,11977,7,2757.7022621498986,1754.8314733899665,11977,916.1538461538462
11595.0,574401.4644250687,20759,8,5473.9306674802665,2323.928013238424,20759,745.25
11595.0,10271.96791594142,1159953,10,330035.44384694507,4414.366205923564,1159953,794.3333333333334
11595.0,73286.54511545728,163004,9,51390.13560708208,2181.008184303764,163004,796.4
11595.0,83407.36906169333,1091158210,7,44837.74757686503,1760.597233624891,142949,851.6428571428571
11595.0,271411.03736703336,43996,7,12994.956201029176,1977.812908239806,43996,918.5384615384615
11595.0,11931.80626716901,1001441,10,331863.01763143844,5797.5,1001441,853.5
11595.0,189430.2491667989,63010,8,18064.34482488587,1757.5790031691183,63010,795.7333333333333
11595.0,79645.19203214864,150053,8,51080.878778751685,2362.781390649588,150053,853.6428571428571
11595.0,77115.15010742699,154989,6,62772.67789572148,2362.781390649588,154989,996.0
11595.0,247984.50096868948,48003,6,14511.058689840656,2845.835676914604,48003,992.0
11595.0,70005.82205677388,170043,7,57918.85282272086,1729.380148038184,170043,793.6
11595.0,341930.14023362746,35013,7,10204.917495991822,1977.812908239806,35013,920.9230769230768
11595.0,71207.96772687552,167074,9,51543.54697521033,3774.237538894445,167074,849.7857142857143
11595.0,69437.66134096141,171996,7,58716.48964984198,2120.732252245504,171996,853.0714285714286
11595.0,74027.43311480673,161994,6,65411.9970318901,1754.8314733899665,161994,999.3333333333334
